ETF,2025-04-30 0:00,2025-03-31 0:00,2025-02-28 0:00,2025-01-31 0:00,2024-12-31 0:00,2024-11-30 0:00,2024-10-31 0:00,2024-09-30 0:00,2024-08-30 0:00,2024-07-31 0:00,2024-06-28 0:00,2024-05-31 0:00,2024-04-30 0:00,2024-03-28 0:00,2024-02-29 0:00,2024-01-31 0:00,2023-12-29 0:00,2023-11-30 0:00,2023-10-31 0:00,2023-09-29 0:00,2023-08-31 0:00,2023-07-31 0:00,2023-06-30 0:00,2023-05-31 0:00,2023-04-28 0:00,2023-03-31 0:00,2023-02-28 0:00,2023-01-31 0:00,2022-12-31 0:00,2022-11-30 0:00,2022-10-31 0:00,2022-09-30 0:00,2022-08-31 0:00,2022-07-31 0:00,2022-06-30 0:00,2022-05-31 0:00,2022-04-30 0:00,2022-03-31 0:00,2022-02-28 0:00,2022-01-31 0:00,2021-12-31 0:00,2021-11-30 0:00,2021-10-31 0:00,2021-09-30 0:00,2021-08-31 0:00
TBUE/U CN Equity,40341499.82,140000669.1,120996110.2,115629079.1,105637866.7,105464779.8,92684598.54,82760607.91,74613176.8,61201643.37,48333380.13,29033948.97,14924964.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBUF/U CN Equity,28863535.37,39690727.95,36718989.88,34292248.82,55262854.81,50871517.79,44920156.6,40877782.17,40782110.16,40174619.5,56038298.88,50420368.91,48006187.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBUG/U CN Equity,46793871.19,24895857.87,22787248.65,21198580.62,20427030.02,18446156.08,18259173.23,17834846.41,16383057.11,13870307.38,12276019.97,9511037.591,6823649.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBIG CN Equity,4649020.004,44144229.02,42063710.42,38774674.36,17504423.33,17096185.12,12718528.66,8313181.67,8257976.913,5576458.26,4101900.768,2721391.735,2724909.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBIE CN Equity,8564699.65,4154815.054,3022112.608,2431649.971,1795905.018,1875404.978,2444779.968,2502339.935,2496360.016,1841669.941,1804814.959,1790347.481,1778115.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIND CN Equity,48189300.3,8215619.946,7207559.967,6659729.815,7740492.582,6285025.12,5514862.49,4421725.035,3151599.884,2472340.012,2413269.997,2390579.987,1779239.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCBC CN Equity,428264727.2,50432799.53,51128144,50001998.9,45744543.31,42877871.06,33522498.85,29135161.69,27042073.99,26035680.39,23301119.52,7256187.797,2674484.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMEC CN Equity,682019768.7,399243721.8,121131708,118449910,102848840,103308934.6,83275306.7,79865042.88,146913466.8,130364246.7,122002613.1,113067153.9,105860152.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMEU CN Equity,1291220165,585265995.2,504549384.7,481200484.2,399481510.4,395135130.2,353169876.1,332262983.3,234871296.6,221390074.3,193091517.2,181146604.3,168438341.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMEI CN Equity,974960098.3,1403101586,1322950167,1293247517,1197853148,1147569725,956173789.5,848131411.5,947866044.6,913500213,795696951.3,722502723.6,337971487.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQN CN Equity,27328807.35,923457918.2,623284759.5,593431406,526653444.7,509659363.6,421424365,422738009,443767673.5,418269086.5,372549955.6,343736166.8,199079043.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQN/U CN Equity,23198833.17,19326152.8,15034473.61,11865814.02,12830351.26,12472560.88,11355276.87,9010376.93,3981332.397,2031774.33,2002285.767,995897.4838,1000386.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQO CN Equity,17216721.58,24666390.09,22605719.11,22525437.15,17116532.51,14548722.29,14435167.11,13012580.77,10968567.92,10154165.7,9004842.12,4983651.815,995716.4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQO/U CN Equity,52682543.27,14096985.34,11926405.62,11952231.98,10765425.68,7329712.486,7285217.476,6090014.076,5030641.556,4095895.767,4014981.079,1995796.967,1000331.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQP CN Equity,11049766.59,54157394.54,48906687.41,47539883.24,47393893.02,20938296.71,19750899.14,19281475.18,10079573.27,8187995.935,6018774.586,3994932.051,995789.2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQP/U CN Equity,13151722.88,7637698.174,7628882.217,6538951.492,7556456.661,3160565.758,3138208.866,2050158.31,2030117.226,2062124.062,2016278.458,2003373.528,1000795.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQQ CN Equity,24340975,12533348.72,10924503.92,10836922.6,8640694.325,7373336.246,7313871.947,6149337.066,6101423.176,5152921.926,3022561.095,2005048.954,996315.7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQQ/U CN Equity,11638892.1,19689211.46,18580791.38,16345360.28,8615869.141,5286695.48,5240376.472,4133231.354,3067362.499,3113852.119,3034888.744,2006945.419,1000747.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQR CN Equity,17981497.67,10925986.89,8764842.732,7584908.961,6465451.244,5285750.931,5234211.177,5165582.954,5121564.392,3112409.73,3033025.526,2008623.981,1001949.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQR/U CN Equity,7402591.932,22448895.5,15332712.75,14165800.38,10786356.93,6371168.518,5258971.691,4166968.918,4118304.443,3131500.626,2027794.075,1005422.211,1001229.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQS CN Equity,21478202.82,6562921.923,6586900.187,6501268.959,5396140.595,4246687.182,4202227.563,3124648.54,3094343.453,3130049.9,3039823.797,1006263.052,996659.4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUQS/U CN Equity,40800020.22,20525171.8,21058805.66,18684953.21,13031116.1,10702040.67,10579420.09,9475829.029,7272637.749,6307712.173,3055186.844,1008067.226,1001313.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RQS CN Equity,195607114.2,40449462.95,38885443.65,14208084.64,9778705.005,7490090.387,8453578.443,6316050.059,5204184.916,4203193.225,2035540.788,1008910.2,1002516.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGQS CN Equity,64814512.25,199617317.4,188204157.4,174435319.5,159091644.3,96629042.05,83029483.99,66906467.91,51116188.62,39525039.48,15265959.26,8072524.261,3992789.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDGE/U CN Equity,2602.895123,57347625.92,52975497.53,48234997.27,44452538.11,34961442.66,25228221.13,21325569.15,16781028.75,10443577.77,8163052.368,7070707.893,2989948.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIGC CN Equity,16435891.49,2617.021397,2714.026941,2735.743563,2697.67901,2818.208638,2710.446065,2669.901707,2693.486973,2643.652031,2601.846484,2614.121627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIAI CN Equity,620195838,11766581.95,11823659.71,11746194.76,11427049.41,8266688.766,8127062.569,8182852.745,9510099.506,9468729.115,9221697.235,2446902.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSA CN Equity,3156164.932,642455529.2,719635389.5,900553522.1,920352162.9,858300121.1,762325333,606796518.3,579379430.6,547457511.9,557378956.8,459205767.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCM CN Equity,1688.599968,2117480.087,2258830.07,2310479.927,2244090.08,2309650.04,1087310.028,2197789.955,2160510.063,1055305.004,1044454.956,1009910.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNDX CN Equity,227064969.1,1897.979927,2013.920021,2050.429916,1963.599968,1937.579918,1872.459984,1832.419968,1848.800087,1950.029945,1968.530083,2011.28006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSX CN Equity,613284090,218534920.7,233231140.3,234196766.6,152664318.1,156097334.3,132806282.6,99616096.31,102657825.3,95812600.28,139162409.4,82698168.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSX/U CN Equity,614351782.2,614229507.4,650108812,628415588.4,579093406.7,527887887.6,502076417.5,415142452.2,406334480.3,406544100.2,363932621.2,219504803.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAFX CN Equity,129689856.7,613610631.3,648873133.3,622686362.2,579717867.1,527793627.4,502058385.7,414605291.8,407103359.8,406588275.6,363786297.4,219722234.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAFX/U CN Equity,129915642.3,126242850.5,122252445.6,118177991.2,109243521.9,109359511.3,108706100.5,111130935.7,107171767.7,102591930.7,98477163.04,100493047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMMX CN Equity,58942891.12,126115645.2,122020068.3,117100579.4,109361323.4,109339988.5,108702204.4,110987141.9,107374562.1,102603079.4,98437574.5,100592587.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMMX/U CN Equity,59045504.46,66698433.07,61828091.24,53664865.49,39590026.19,40412652.97,51285856.44,52129134.75,46548067.28,47260924.67,46486221.38,40514834.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQQX CN Equity,417651356.6,66631224.56,61710569.23,53175611.79,39632714.2,40405436.31,51284014.96,52061684.38,46636144.01,47266060.88,46467529.64,40554965.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQQX/U CN Equity,418378453.9,399088233.6,394753250.5,373524974.4,341597694.4,293322031.4,271009505.7,259549498.6,246492324.5,237987885.6,222051374.9,169670857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTTX CN Equity,4292014.41,398686137.6,394002903.9,370119585.8,341966061.7,293269666.6,270999770.5,259213652.3,246958751.3,238013734.5,221962089.5,169838909.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIGO CN Equity,3858230.162,4497101.953,4918187.127,4939837.169,4866547.312,4106040.671,4046455.522,3934149.239,2688287.068,2671431.932,2201766.288,2041615.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EACC CN Equity,24676924.04,3973534.203,4288940.287,4459916.162,3611785.172,3551060.699,3326725.822,3283923.203,3630595.831,3155939.924,2651633.733,2473107.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCC CN Equity,10334375.11,23399498.56,17139375.31,15914743.04,13889109.56,12071702.48,11132697.87,10348445.46,13751333.43,12446623.69,11621391.59,9903887.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYS CN Equity,88573656,9959137.262,9502153.069,8533763.768,7921748.158,7899936.918,7048384.282,8074359.7,6862793.408,8001850.296,7408912.627,6257347.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSL CN Equity,6925526.28,83048081.37,71116391.93,58398388.66,53087942.89,42311123.72,25630918.85,19927369.56,11492371.2,9002421.548,4995227.767,2001506.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAFL CN Equity,1582725.053,6841264.831,7418828.326,7590584.689,7256859.555,3611086.219,4461469.832,3814058.355,3171541.758,3184538.614,2587456.66,2469214.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMML CN Equity,1505457.544,1065199.352,1608723.003,1554558.389,1455622.197,1497921.984,1492173.111,2050809.197,2030344.858,2017563.587,1934141.618,2476489.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQQL CN Equity,3158977.492,1583425.57,1582825.327,1565620.995,1518701.155,1544240.703,1582834.844,2647803.985,2471773.61,2516308.411,2474488.504,2385564.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQCC CN Equity,6331198.346,2737129.651,2441964.346,2543891.024,1843230.886,1764416.521,2745198.992,3205056.577,3102105.127,3150808.931,3199093.021,2459465.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EACL CN Equity,2391160.727,6106776.141,5815874.617,5900748.484,5730923.468,5774794.71,5608868.567,5097319.528,4016858.471,2535636.519,1995090.408,2485329.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCL CN Equity,2305526.725,1491012.239,1512337.16,1501173.449,1419075.861,480880.8983,959410.4957,989535.6671,2945718.281,2501668.201,3387936.687,2499747.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCM/U CN Equity,54973012.07,2485906.601,2003123.665,2011767.197,1982401.644,2476216.814,1009285.513,2035711.237,1474002.226,2522892.154,3476647.502,2901480.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGEB CN Equity,11267848.71,64937952.45,62812868.42,58410728.93,51107070.93,41648517.84,26211621.2,24253947.92,18521171.25,17550360.55,13772203.18,8051064.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGEP CN Equity,96294116.16,10608741.42,10185452.81,9682375.87,9888805.366,9517991.867,5876192.169,5695740.542,5254132.967,4693097.434,4169504.972,3136518.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCEM CN Equity,7221836.243,102800907.3,117616443.5,102883930.2,95224809.11,80509418.55,70238357.56,64229086.61,58332573.81,56664438.31,42926735.43,12052568.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTHI CN Equity,30607433.33,8730098.791,15556117.66,14333783.74,11824838.93,11600624.56,11789698.63,11047784.9,9669608.731,6259175.835,1028149.467,954240.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNGC CN Equity,6111300.087,29881572.42,32117285.7,29317536.27,25020488.33,22836033.84,15898430.71,10334314.36,8754809.761,7737013.302,4513499.88,1001270.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNGU CN Equity,12485589.41,5290450.096,5237750.053,4360639.954,2105179.977,2184700.012,2066419.983,2006259.918,2016659.927,2038400.078,972529.9835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYLD CN Equity,36568700.79,13917149.54,13354079.82,12421530.25,8639199.829,6768359.756,6172319.984,5068299.77,5050350.189,4155599.976,1946520.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UYLD CN Equity,4690900.04,36852480.32,31494120.03,31770000.46,38000585.27,39400416.28,34396699.52,35959681.03,30153804.21,22207015.23,12456850.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UYLD/B CN Equity,41981451.51,4889960.098,3824010.086,3910784.912,3857339.859,2700979.996,2618009.949,4059780.121,4039619.923,2649920.082,2559440.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UYLD/U CN Equity,1646193.415,45368051.05,47399626.26,47215459.82,54210800.17,55391601.56,50824619.48,51074850.46,43947914.03,40174049.38,26924939.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNV CN Equity,24724156.95,5321779.806,1852153.759,1885846.912,1860008.271,1898418.335,5502564.756,5523680.97,5490466.972,3673521.705,3515582.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBL CN Equity,2096312.141,24997487.64,25476722.72,23242413.71,19744927.22,20419937.32,1049058.056,1055451.87,1035443.211,1030299.091,1005269.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRO CN Equity,1061487.007,2136351.395,2195112.61,2197802.353,2140945.816,1102746.582,1065608.597,1064413.834,1041573.524,1037971.592,1008611.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQY CN Equity,1082442.284,1087138.557,1123326.111,1129285.336,1092775.44,1120972.633,1076233.673,1069931.507,1045314.217,1042990.112,1010810.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCLV CN Equity,98077888.97,1113866.615,1157567.406,1168904.495,1123797.989,1142051.601,1088073.254,1077582.55,1050521.469,1049541.759,1013428.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGDV CN Equity,291392954,95423831.37,97974234.87,86364321.95,84963791.28,92533133.92,89044566.05,102308060.3,3170872.879,3111758.137,2474205.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULV CN Equity,55014197.73,244187553.4,259496920.1,267447251.9,203951278.7,177071319.6,157847070.7,149326707.2,141135667.4,126375797.4,108836457.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGR/U CN Equity,14058580.85,57616949.56,58351143.41,57345314.79,54957072.21,63976037.78,60313674,69886856.91,5356621.265,5284139.633,5048665.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPYT/B CN Equity,16663672.47,15013215.95,7887452.874,7861397.314,4576020.198,4693584.434,4488580.146,2942054.282,2900607.715,2882861.948,2791737.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETHC/B CN Equity,66609458.51,17072054.53,16202210.21,11783587.93,9943459.749,13518249.99,18190849.21,29772750.31,26359244.06,22888776.76,14962336.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMAX CN Equity,80409575.76,71268570.77,86305641.79,131475589.2,138794658,154395175.4,122097464.8,123412636.3,118856637.8,161413694.3,181566346.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREF CN Equity,26212000.85,81092202.99,82679370.41,77720449.14,72129529.68,65428868.05,58169174.96,55596433.68,44164295.3,35272607.73,10757028.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJUL CN Equity,15343586.14,26958959.88,27750009.17,24451079.03,21003443.07,18398099.66,14124700.57,9140300.407,8054445.295,6933280.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUSC CN Equity,133646362.3,15397465.98,15722310.99,15749946.62,15569986.01,15632976.33,15304415.79,15354245.38,15198730.35,13497114.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XUSC/U CN Equity,37578742.03,151304644.2,152608849,105830886.8,69698215.87,62298524.38,52117562.01,38555439.95,27500260.73,20295000.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XSPC CN Equity,161006694.6,47090140.68,54466423.58,40923496.63,14621733.81,15854693.44,12748153.22,7292787.932,6122170.712,2953999.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGSB CN Equity,427122991.2,145021684.7,149709250.8,128565222.6,89988356.11,86800241.95,76747413.44,72409188.65,61739204.41,57513000.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBD CN Equity,56426151.28,433246695.3,442910547.4,451833041,451002031.4,437159893.2,428577306.2,429761569.4,64389117.43,64249920.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXAU CN Equity,64181602.48,52010250.09,47177099.7,21819629.57,16467039.49,16550720.21,16313600.16,14434490.59,7117775.059,6067500.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXMO CN Equity,32633390.9,69707230,70823314.95,75742489.05,67133745.86,70513277.44,74878052.04,66803904.72,64174110.6,67358797.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXRE CN Equity,26230626.11,28885036.71,26980661.39,27622924.09,25640038.49,27753571.13,27037140.08,26916239.55,24069249.63,24016981.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBA CN Equity,28020173.09,26974875.93,27669999.6,27090125.08,27160687.21,29054955.48,28073875.9,28975875.38,27501739.26,27609741.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBB CN Equity,48108031.85,28000245.67,25705662.07,24246403.06,23682213.06,14972979.61,13921460.09,17433317.45,12299063.57,7235711.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBC CN Equity,22561249.25,42810895.89,33430167.96,26382545.56,21288293.41,18348841.76,15733102.02,13683610.86,10515908.2,1208670.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBD CN Equity,35767868.18,17875530.62,14306668.76,10340537.42,7436304.245,6385658.951,4307057.991,3292399.902,1218083.954,1213320.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBE CN Equity,19355162.02,22975699.04,17736015.03,14568050.38,11364044.76,8967090.139,8395446.93,6382807.217,1216319.962,1213458.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTBF CN Equity,18831336.84,15835764.86,12180017.14,10576756.96,9197259.674,8364667.339,6764009.914,5274547.434,1422665.939,1216902.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTUC/U CN Equity,10259145.47,16671212.29,14042405.84,12904114.38,11738609.74,9664234.686,8536051.989,7061765.785,1630592.041,1218893.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTUD/U CN Equity,5998335.257,10657619.18,10676474.02,6195486.99,6170055.3,5985824.015,5937772.727,5757977.707,5726215.753,4435704.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTUE/U CN Equity,3141711.615,6224099.099,3268148.888,3242546.36,1763166.403,1712310.099,1699547.263,1659043.168,1645264.744,1665758.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNGX CN Equity,6060119.247,1773906.366,1777246.369,1758483.045,1751933.548,1708370.637,1693958.55,1663403.275,1648286.5,1665708.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCBD CN Equity,2795490.074,6181098.175,6029362.679,5907872.2,5673212.242,5739465.523,5869753.647,6071325.874,5999832.916,991916.6565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGE CN Equity,528592.4911,1895999.908,959265.0414,926325.0351,927365.0169,2932634.926,2906625.08,1019804.955,1009455.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQLI CN Equity,112360709.5,549784.9941,576000.0229,584277.4868,555660.0094,561269.9986,540185.0224,1074864.96,1057855.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICGB CN Equity,143243130.9,123453833.8,119749628.6,88321583.89,77322950.6,60013953.78,40101075.55,26176288.13,9765401.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICCB CN Equity,20663906.19,146504030.2,148042740.5,147720846.9,148052294.1,19469940.38,18128062.28,18180369.76,18033372.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQCI CN Equity,31976442.34,20996619.42,19710073.33,19928591.54,19781704.5,20007376.04,19732809.51,20344295.54,16133726.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORE CN Equity,89599839.02,35478435.95,62271721.65,50552348.33,42614851.57,28132250.69,21124530.79,20262157.63,9782135.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMHE CN Equity,29634675.26,74936326.5,63291467.48,59320948.98,58451238.82,52061822.32,3007289.886,1013624.954,994225.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMHE/U CN Equity,2690326.174,24893800.74,27366763.04,19379745.67,13084305.05,9862789.822,6280650.139,4037410.021,1429000.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZH CN Equity,10611137.87,2113290.06,3384888.12,4473435.521,3149316.425,3360277.902,2568960.662,2540203.13,1557105.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZH/U CN Equity,3124899.273,10612334.82,12161362.29,11685449.84,10681207.75,7874452.639,5934887.576,4614449.859,1443612.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLHE CN Equity,53611738.01,3392247.195,3309211.68,3697386.207,2511478.851,3266229.199,2555343.998,2516085.908,1573026.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLHE/U CN Equity,4722233.063,46969921.88,59288015.84,49505292.11,36823114.32,30664579.77,13209420.32,7567830.205,1830959.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLYH CN Equity,10782589.91,4311272.582,4916861.755,4917403.266,4717627.933,2021441.598,1837557.58,2292546.481,1662588.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLYH/U CN Equity,1430964.65,9653207.254,10028637.41,8215930.08,6594187.617,4717889.786,3071200.061,1995787.501,1519799.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSHE CN Equity,34892610.17,1416007.28,1558230.963,1429342.357,1079218.864,1071448.424,1903343.8,1554710.729,1656055.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSHE/U CN Equity,3096498.929,28456119.92,31515584.28,18669263.08,11099790.29,8140297.508,5742700.1,3586620.14,1739565.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFH CN Equity,11921737.79,2758869.399,3384015.218,3245940.664,2943824.795,2465055.765,1957399.731,2444605.916,1579572.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFH/U CN Equity,2885102.343,12083287.24,12911399.96,11504880.19,10247902.11,8154944.944,6385720.11,4770080.185,2044192.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVHE CN Equity,80423522.76,2552103.139,2341501.86,2450236.526,2964580.639,2058027.872,1978701.971,2844828.868,1591035.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVHE/U CN Equity,5000062.692,71826261.9,77116047.62,74166978.12,57526211.86,44613238.57,27502756.12,19124100.49,2377462.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDH CN Equity,16408980.56,5041745.749,6348968.976,6328054.911,6783536.249,4191825.428,3589857.67,2534568.898,1799002.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVDH/U CN Equity,2168815.711,15185677.17,16205971.98,16024680.52,13791910.27,11749695.16,5346630.049,3021479.94,1357925.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBND/U CN Equity,21920833.89,3268994.713,3360477.839,3879040.253,2992196.465,2949246.231,2429827.988,2246723.932,1479652.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTES CN Equity,93944339.75,23283004.57,21172496.28,17280650.54,16843295,15459256.84,13676400.3,7729132.602,2366942.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGQD/B CN Equity,23180319.21,87922903.44,87534900.19,85612383.27,70169328.31,51280426.03,33447498.7,9570014.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGBL CN Equity,1011929.989,20189020.25,17797439.58,13310760.5,9568575.096,7620269.871,4210419.846,3142634.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDVY CN Equity,22945295.79,1043704.987,1058215.046,1056394.958,1016530.037,1055644.989,1035750.008,1039630.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDVY/F CN Equity,3910541.84,29382522.2,42488905.18,42130752.18,37150080.22,19558422.01,8643997.192,1044913.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVSG CN Equity,60532681.27,3823003.769,4023830.032,2385122.719,2054170.227,1146909.904,1047226.429,1042736.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
